id,code,name,group_id/id,user_type_id/id,chart_template_id:id,reconcile
121102_account_Muhlhel,121102,Foreign Currency Cach,1211_account_Muhlhel,account.data_account_type_liquidity,account_arabic_coa_general,FALSE
121202_account_Muhlhel,121202,Foreign Currency Bank,1212_account_Muhlhel,account.data_account_type_liquidity,account_arabic_coa_general,FALSE
121301_account_Muhlhel,121301,PayPal,1213_account_Muhlhel,account.data_account_type_credit_card,account_arabic_coa_general,FALSE
121302_account_Muhlhel,121302,Visa Card,1213_account_Muhlhel,account.data_account_type_credit_card,account_arabic_coa_general,FALSE
121303_account_Muhlhel,121303,Master Card,1213_account_Muhlhel,account.data_account_type_credit_card,account_arabic_coa_general,FALSE
122001_account_Muhlhel,122001,(INV) RAW Materials,122_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
122002_account_Muhlhel,122002,(INV)  Ready Made Materials,122_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
122003_account_Muhlhel,122003,(INV) Transfer RAW,122_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
122004_account_Muhlhel,122004,(INV) Transfer Products,122_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
122005_account_Muhlhel,122005,(INV) Transfer Stock Production,122_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
123001_account_Muhlhel,123001,Receivables Accounts,123_account_Muhlhel,account.data_account_type_receivable,account_arabic_coa_general,TRUE
123002_account_Muhlhel,123002,Employees Imprest,123_account_Muhlhel,account.data_account_type_receivable,account_arabic_coa_general,TRUE
123003_account_Muhlhel,123003,Branches Company,123_account_Muhlhel,account.data_account_type_receivable,account_arabic_coa_general,TRUE
123004_account_Muhlhel,123004,Reimbursable Income taxes,123_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,TRUE
123005_account_Muhlhel,123005,Reimbursable outcome taxes,123_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,TRUE
123006_account_Muhlhel,123006,Accounts Payable with Debit Balances,123_account_Muhlhel,account.data_account_type_receivable,account_arabic_coa_general,TRUE
123007_account_Muhlhel,123007,Other Receivables,123_account_Muhlhel,account.data_account_type_receivable,account_arabic_coa_general,TRUE
124001_account_Muhlhel,124001,Prepaid Rents,124_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
124002_account_Muhlhel,124002,Prepaid Wages,124_account_Muhlhel,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
125001_account_Muhlhel,125001,Profit on others,125_account_Muhlhel,account.data_account_type_receivable,account_arabic_coa_general,TRUE
211001_account_Muhlhel,211001,Owners share 1,211_account_Muhlhel,account.data_account_type_equity,account_arabic_coa_general,FALSE
211002_account_Muhlhel,211002,Owners share 2,211_account_Muhlhel,account.data_account_type_equity,account_arabic_coa_general,FALSE
221001_account_Muhlhel,221001,Owners Profits 1,221_account_Muhlhel,account.data_account_type_equity,account_arabic_coa_general,FALSE
221002_account_Muhlhel,221002,Owners Profits 2,221_account_Muhlhel,account.data_account_type_equity,account_arabic_coa_general,FALSE
222001_account_Muhlhel,222001,Profits and Losses Current year,222_account_Muhlhel,account.data_unaffected_earnings,account_arabic_coa_general,FALSE
222002_account_Muhlhel,222002,Profits and Losses Previous years,222_account_Muhlhel,account.data_account_type_equity,account_arabic_coa_general,FALSE
231001_account_Muhlhel,231001,Payables Accounts,231_account_Muhlhel,account.data_account_type_payable,account_arabic_coa_general,TRUE
231002_account_Muhlhel,231002,Other payables,231_account_Muhlhel,account.data_account_type_payable,account_arabic_coa_general,TRUE
232001_account_Muhlhel,232001,Salary and Allowance,232_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
232002_account_Muhlhel,232002,Payroll Taxes,232_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
232003_account_Muhlhel,232003,Stock Staff,232_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
232004_account_Muhlhel,232004,Sales taxes Due,232_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,TRUE
232005_account_Muhlhel,232005,Purchase taxes Due,232_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,TRUE
232006_account_Muhlhel,232006,Bills Due,232_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
232007_account_Muhlhel,232007,Rents Due,232_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
233001_account_Muhlhel,233001,Customer Deposits,233_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
233002_account_Muhlhel,233002,Customer Insurance,233_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
233003_account_Muhlhel,233003,Advance Rental Income ,233_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
234001_account_Muhlhel,234001,Falling Inventory Prices,234_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
234002_account_Muhlhel,234002,Provision Doubtful Debts,234_account_Muhlhel,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
311001_account_Muhlhel,311001,Salaries Expenses ,311_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311002_account_Muhlhel,311002,Expense Expenses,311_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311003_account_Muhlhel,311003,Additional Work Expenses,311_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311004_account_Muhlhel,311004,EXPENSES OF PROCESSES,311_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311005_account_Muhlhel,311005,Compensation Expenses,311_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311006_account_Muhlhel,311006,Help And Aid,311_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312001_account_Muhlhel,312001,Housing expenses,312_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312002_account_Muhlhel,312002,Food Expenses,312_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312003_account_Muhlhel,312003,Medication Expenses,312_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312004_account_Muhlhel,312004,Continuing Education Expenses,312_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312005_account_Muhlhel,312005,Social Insurance ,312_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
321001_account_Muhlhel,321001,Fuel And Oil store,321_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
321002_account_Muhlhel,321002,Various tool parts,321_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
321003_account_Muhlhel,321003,Handling Charges,321_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
321004_account_Muhlhel,321004,Office Supplies,321_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322001_account_Muhlhel,322001,Maintenance services expenses,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322002_account_Muhlhel,322002,Operating Expenses,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322003_account_Muhlhel,322003,Publicity and Advertising,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322004_account_Muhlhel,322004,Transportation Charges,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322005_account_Muhlhel,322005,Leasing (plant and equip),322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322006_account_Muhlhel,322006,Electricity and Water,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322007_account_Muhlhel,322007,Telephone expenses,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322008_account_Muhlhel,322008,Internet and network,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322009_account_Muhlhel,322009,Permits and licenses,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322010_account_Muhlhel,322010,Bank Service Charge,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322011_account_Muhlhel,322011,Sales Commision,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322012_account_Muhlhel,322012,Other Commission,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322013_account_Muhlhel,322013,Subscription,322_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331001_account_Muhlhel,331001,Cost of Goods,331_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331002_account_Muhlhel,331002,Shipping delivery Costs,331_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331003_account_Muhlhel,331003,Customs Costs,331_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331004_account_Muhlhel,331004,Production Costs,331_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331005_account_Muhlhel,331005,Purchases Returns,331_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
331006_account_Muhlhel,331006,Purchases Discounts,331_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
341001_account_Muhlhel,341001,Depreciation of buildings and constructions,341_account_Muhlhel,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341002_account_Muhlhel,341002,Depreciation of vehicles and means of transport,341_account_Muhlhel,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341003_account_Muhlhel,341003,Depreciation of furniture and furnishings,341_account_Muhlhel,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341004_account_Muhlhel,341004,Consumption of activity equipment,341_account_Muhlhel,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341005_account_Muhlhel,341005,Depreciation of electrical and electronic equipment,341_account_Muhlhel,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341006_account_Muhlhel,341006,DepreciationComputers and systems are similar,341_account_Muhlhel,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341007_account_Muhlhel,341007,Residues and damaged stock of raw materials,341_account_Muhlhel,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
341008_account_Muhlhel,341008,Residues and damaged stock of finished materials,341_account_Muhlhel,account.data_account_type_depreciation,account_arabic_coa_general,FALSE
342001_account_Muhlhel,342001,Lands Rent,342_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
342002_account_Muhlhel,342002,Building Rent,342_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
351001_account_Muhlhel,351001,Zakat imposed,351_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
351002_account_Muhlhel,351002,Charity donations and charity,351_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
351003_account_Muhlhel,351003,Subsidy,351_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352001_account_Muhlhel,352001,Compensation to others and fines,352_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352002_account_Muhlhel,352002,Capital loss,352_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352003_account_Muhlhel,352003,Impairment losses on goodwill,352_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352004_account_Muhlhel,352004,Bad Debts  ,352_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
352005_account_Muhlhel,352005,Income Tax,352_account_Muhlhel,account.data_account_type_expenses,account_arabic_coa_general,FALSE
411001_account_Muhlhel,411001,Sales  total ,411_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
411002_account_Muhlhel,411002,Net sales of goods for sale,411_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
411003_account_Muhlhel,411003,Sales Permits,411_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
411004_account_Muhlhel,411004,Gifts,411_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
412001_account_Muhlhel,412001,Service Revenues,412_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
412002_account_Muhlhel,412002,Returns of sales services,412_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
421001_account_Muhlhel,421001,Property rental income,421_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
421002_account_Muhlhel,421002,Rental income of ATM areas,421_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
421003_account_Muhlhel,421003,Revenue of advertising space,421_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422001_account_Muhlhel,422001,Operating income for others,422_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422002_account_Muhlhel,422002,Deductions for demurrages Revenues ,422_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422003_account_Muhlhel,422003,Penalties and absence of workers,422_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422004_account_Muhlhel,422004,Service Revenues ,422_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422005_account_Muhlhel,422005,Revenue from compensation and fines to others,422_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
422006_account_Muhlhel,422006,Revenue of the difference,422_account_Muhlhel,account.data_account_type_revenue,account_arabic_coa_general,FALSE
423001_account_Muhlhel,423001,Sales revenue of assets,423_account_Muhlhel,account.data_account_type_other_income,account_arabic_coa_general,FALSE
432002_account_Muhlhel,432002,Assets replacement income,423_account_Muhlhel,account.data_account_type_other_income,account_arabic_coa_general,FALSE
